,Anomalies(#),Blockade(#),DeepSurveyedGoals(#),DeepSurveyedGoals(Positions),Goals(#),Hotspots(Positions),RemoraAttacks(#),SurveyedGoals(#),SurveyedGoals(Positions),Time,index
0,0,0,0,,0,,0,0,,599.0,0
1,0,0,0,,1,Tx1y3,0,1,Tx1y3,593.0,0
2,2,0,1,Tx1y3,2,Tx1y3,2,1,Tx1y3,563.0,0
3,5,1,1,Tx1y3,3,Tx1y3,4,2,Tx2y3;Tx1y3,551.0,0
4,6,1,1,Tx1y3,4,Tx1y3,5,3,Tx0y3;Tx2y3;Tx1y3,539.0,0
5,8,2,1,Tx1y3,5,Tx1y3,6,4,Tx0y3;Tx2y3;Tx3y3;Tx1y3,523.0,0
6,9,3,1,Tx1y3,6,Tx1y3,6,5,Tx0y3;Tx2y3;Tx2y2;Tx3y3;Tx1y3,507.0,0
7,11,4,1,Tx1y3,7,Tx1y3,7,6,Tx2y4;Tx0y3;Tx2y3;Tx2y2;Tx3y3;Tx1y3,486.0,0
8,12,4,1,Tx1y3,8,Tx1y3,8,7,Tx0y3;Tx2y3;Tx2y2;Tx3y4;Tx3y3;Tx2y4;Tx1y3,474.0,0
9,14,5,1,Tx1y3,9,Tx1y3,9,8,Tx0y3;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx3y3;Tx2y4;Tx1y3,452.0,0
10,15,5,1,Tx1y3,10,Tx1y3,10,9,Tx0y3;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx1y3,436.0,0
11,16,6,1,Tx1y3,11,Tx1y3,10,10,Tx0y3;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx4y2;Tx1y3,424.0,0
12,17,6,1,Tx1y3,12,Tx3y1;Tx1y3,11,11,Tx0y3;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx4y2;Tx1y3,411.0,0
13,18,6,2,Tx3y1;Tx1y3,13,Tx1y3;Tx3y1,12,11,Tx0y3;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx4y2;Tx1y3,397.0,0
14,19,6,2,Tx3y1;Tx1y3,14,Tx3y1;Tx1y3,13,12,Tx0y3;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx4y2;Tx1y3,388.0,0
15,19,6,2,Tx3y1;Tx1y3,15,Tx3y1;Tx1y3,13,13,Tx0y3;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx4y1;Tx4y2;Tx1y3,378.0,0
16,20,6,2,Tx3y1;Tx1y3,16,Tx3y1;Tx1y3,14,14,Tx0y3;Tx4y0;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx4y1;Tx4y2;Tx1y3,361.0,0
17,21,6,2,Tx3y1;Tx1y3,17,Tx3y1;Tx1y3,15,15,Tx0y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx2y0;Tx4y1;Tx4y2;Tx1y3,349.0,0
18,23,7,2,Tx3y1;Tx1y3,18,Tx3y1;Tx1y3,16,16,Tx0y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y1,333.0,0
19,24,7,2,Tx3y1;Tx1y3,19,Tx3y1;Tx1y3,17,17,Tx0y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y1,322.0,0
20,27,9,2,Tx3y1;Tx1y3,20,Tx3y1;Tx1y3,18,18,Tx0y3;Tx0y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y1;Tx4y0,297.0,0
21,29,11,2,Tx3y1;Tx1y3,21,Tx3y1;Tx1y3,18,19,Tx0y3;Tx0y1;Tx4y3;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y1;Tx4y0,271.0,0
22,31,12,2,Tx3y1;Tx1y3,22,Tx3y1;Tx1y3,19,20,Tx0y0;Tx0y3;Tx0y1;Tx4y3;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y1;Tx4y0,238.0,0
23,34,13,2,Tx3y1;Tx1y3,23,Tx3y1;Tx1y3,21,21,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y3;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y1;Tx4y0,202.0,0
24,37,15,2,Tx3y1;Tx1y3,24,Tx3y1;Tx1y3,22,22,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y3;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y1;Tx4y0,170.0,0
25,40,16,2,Tx3y1;Tx1y3,25,Tx3y1;Tx1y3,24,23,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y3;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y1;Tx4y0,145.0,0
26,40,16,2,Tx3y1;Tx1y3,26,Tx3y1;Tx1y3,24,24,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,135.0,0
27,41,17,2,Tx3y1;Tx1y3,27,Tx3y1;Tx1y3,24,25,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,108.0,0
0,0,0,0,,0,,0,0,,599.0,1
1,0,0,0,,1,Tx3y1,0,1,Tx3y1,592.0,1
2,1,0,1,Tx3y1,2,Tx3y1,1,1,Tx3y1,579.0,1
3,1,0,1,Tx3y1,3,Tx3y1,1,2,Tx3y1;Tx3y0,570.0,1
4,2,0,1,Tx3y1,4,Tx3y1,2,3,Tx4y1;Tx3y1;Tx3y0,559.0,1
5,5,1,1,Tx3y1,5,Tx3y1,4,4,Tx2y1;Tx4y1;Tx3y1;Tx3y0,543.0,1
6,6,1,1,Tx3y1,6,Tx3y1,5,5,Tx2y1;Tx4y1;Tx4y0;Tx3y1;Tx3y0,528.0,1
7,7,1,1,Tx3y1,7,Tx3y1,6,6,Tx2y1;Tx4y1;Tx4y0;Tx3y1;Tx2y0;Tx3y0,517.0,1
8,8,2,1,Tx3y1,8,Tx3y1,6,7,Tx2y1;Tx4y1;Tx4y0;Tx2y2;Tx3y1;Tx2y0;Tx3y0,505.0,1
9,8,2,1,Tx3y1,9,Tx3y1,6,8,Tx4y1;Tx4y0;Tx2y1;Tx2y2;Tx3y1;Tx1y2;Tx3y0;Tx2y0,496.0,1
10,9,2,1,Tx3y1,10,Tx3y1,7,9,Tx4y1;Tx4y0;Tx2y1;Tx2y2;Tx3y1;Tx1y2;Tx0y2;Tx3y0;Tx2y0,486.0,1
11,10,3,1,Tx3y1,11,Tx1y3;Tx3y1,7,10,Tx4y1;Tx4y0;Tx2y1;Tx2y2;Tx3y1;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx1y3,471.0,1
12,11,3,2,Tx3y1;Tx1y3,12,Tx3y1;Tx1y3,8,10,Tx4y1;Tx4y0;Tx2y1;Tx2y2;Tx3y1;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx1y3,455.0,1
13,13,4,2,Tx3y1;Tx1y3,13,Tx3y1;Tx1y3,9,11,Tx4y1;Tx4y0;Tx2y1;Tx2y2;Tx3y1;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx1y3;Tx1y4,439.0,1
14,14,4,2,Tx3y1;Tx1y3,14,Tx3y1;Tx1y3,10,12,Tx4y1;Tx4y0;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx1y3;Tx1y4,425.0,1
15,14,4,2,Tx3y1;Tx1y3,15,Tx3y1;Tx1y3,10,13,Tx0y3;Tx4y1;Tx4y0;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx1y3;Tx1y4,416.0,1
16,24,7,2,Tx3y1;Tx1y3,16,Tx3y1;Tx1y3,17,14,Tx0y3;Tx0y2;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx1y2;Tx3y0;Tx2y4;Tx2y1;Tx2y0;Tx1y3;Tx1y4,297.0,1
17,25,7,2,Tx3y1;Tx1y3,17,Tx3y1;Tx1y3,18,15,Tx0y3;Tx0y2;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y0;Tx2y4;Tx2y1;Tx2y0;Tx1y3;Tx1y4,287.0,1
18,29,10,2,Tx3y1;Tx1y3,18,Tx3y1;Tx1y3,19,16,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y0;Tx2y4;Tx2y1;Tx2y0;Tx1y3;Tx1y4;Tx4y0,247.0,1
19,31,11,2,Tx3y1;Tx1y3,19,Tx3y1;Tx1y3,20,17,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx2y0;Tx1y3;Tx1y4;Tx4y0,221.0,1
20,35,13,2,Tx3y1;Tx1y3,20,Tx3y1;Tx1y3,22,18,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx1y3;Tx1y4;Tx4y0,174.0,1
21,37,14,2,Tx3y1;Tx1y3,21,Tx3y1;Tx1y3,23,19,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y2;Tx1y3;Tx1y4;Tx4y0,155.0,1
22,38,14,2,Tx3y1;Tx1y3,22,Tx3y1;Tx1y3,24,20,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y2;Tx1y3;Tx1y4;Tx4y0,134.0,1
23,40,16,2,Tx3y1;Tx1y3,23,Tx3y1;Tx1y3,24,21,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx4y0,107.0,1
24,41,16,2,Tx3y1;Tx1y3,24,Tx3y1;Tx1y3,25,22,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx4y0,98.0,1
25,41,16,2,Tx3y1;Tx1y3,25,Tx3y1;Tx1y3,25,23,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx3y4;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx4y0,85.0,1
26,43,17,2,Tx3y1;Tx1y3,26,Tx3y1;Tx1y3,26,24,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,64.0,1
27,44,17,2,Tx3y1;Tx1y3,27,Tx3y1;Tx1y3,27,25,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,49.0,1
0,0,0,0,,0,,0,0,,599.0,2
1,0,0,0,,1,,0,1,Tx0y1,593.0,2
2,3,2,0,,2,,1,2,Tx0y2;Tx0y1,578.0,2
3,3,2,0,,3,,1,3,Tx0y2;Tx0y1;Tx1y2,567.0,2
4,4,2,0,,4,,2,4,Tx0y3;Tx0y2;Tx0y1;Tx1y2,556.0,2
5,7,3,0,,5,,4,5,Tx0y3;Tx0y2;Tx0y1;Tx1y2;Tx2y2,538.0,2
6,8,3,0,,6,Tx1y3,5,6,Tx0y3;Tx0y2;Tx0y1;Tx1y2;Tx2y2;Tx1y3,527.0,2
7,9,3,1,Tx1y3,7,Tx1y3,6,6,Tx0y3;Tx0y2;Tx0y1;Tx1y2;Tx2y2;Tx1y3,511.0,2
8,10,4,1,Tx1y3,8,Tx1y3,6,7,Tx0y3;Tx0y2;Tx0y1;Tx2y2;Tx1y2;Tx1y3;Tx1y4,497.0,2
9,11,4,1,Tx1y3,9,Tx1y3,7,8,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx1y2;Tx1y3;Tx1y4,483.0,2
10,11,4,1,Tx1y3,10,Tx1y3,7,9,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx1y2;Tx3y3;Tx1y3;Tx1y4,474.0,2
11,14,6,1,Tx1y3,11,Tx1y3,8,10,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4,452.0,2
12,15,6,1,Tx1y3,12,Tx1y3,9,11,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx1y4,440.0,2
13,18,8,1,Tx1y3,13,Tx1y3,10,12,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx3y2;Tx1y3;Tx1y4,413.0,2
14,21,9,1,Tx1y3,14,Tx1y3,12,13,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx3y2;Tx1y3;Tx1y4,383.0,2
15,23,10,1,Tx1y3,15,Tx1y3,13,14,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx1y3;Tx1y4,358.0,2
16,29,12,1,Tx1y3,16,Tx1y3,17,15,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx0y4;Tx4y3;Tx1y3;Tx1y4,309.0,2
17,29,12,1,Tx1y3,17,Tx1y3,17,16,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx2y1;Tx1y2;Tx0y4;Tx4y3;Tx4y2;Tx1y3;Tx1y4,298.0,2
18,29,12,1,Tx1y3,18,Tx1y3,17,17,Tx0y3;Tx0y2;Tx0y1;Tx4y3;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx2y1;Tx1y2;Tx0y4;Tx4y1;Tx4y2;Tx1y3;Tx1y4,286.0,2
19,30,12,1,Tx1y3,19,Tx1y3,18,18,Tx0y3;Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx2y1;Tx1y2;Tx0y4;Tx4y1;Tx4y2;Tx1y3;Tx1y4,275.0,2
20,30,12,1,Tx1y3,20,Tx1y3,18,19,Tx0y3;Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y2;Tx0y4;Tx4y1;Tx4y2;Tx1y3;Tx1y4,268.0,2
21,31,13,1,Tx1y3,21,Tx1y3,18,20,Tx0y3;Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y2;Tx0y4;Tx4y4;Tx4y1;Tx4y2;Tx1y3;Tx1y4,248.0,2
22,34,14,1,Tx1y3,22,Tx1y3,20,21,Tx0y3;Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y2;Tx0y4;Tx4y4;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1,215.0,2
23,35,14,1,Tx1y3,23,Tx3y1;Tx1y3,21,22,Tx0y3;Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y2;Tx0y4;Tx4y4;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1,203.0,2
24,35,14,2,Tx3y1;Tx1y3,24,Tx1y3;Tx3y1,21,22,Tx0y3;Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y2;Tx0y4;Tx4y4;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1,187.0,2
25,35,14,2,Tx3y1;Tx1y3,25,Tx3y1;Tx1y3,21,23,Tx0y3;Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y2;Tx0y4;Tx4y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1,176.0,2
26,37,15,2,Tx3y1;Tx1y3,26,Tx3y1;Tx1y3,22,24,Tx0y3;Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx1y2;Tx0y4;Tx4y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1,158.0,2
27,38,15,2,Tx3y1;Tx1y3,27,Tx3y1;Tx1y3,23,25,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx1y2;Tx0y4;Tx4y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1,147.0,2
0,0,0,0,,0,,0,0,,599.0,3
1,0,0,0,,1,,0,1,Tx2y0,592.0,3
2,2,1,0,,2,,1,2,Tx2y0;Tx3y0,574.0,3
3,3,1,0,,3,Tx3y1,2,3,Tx3y1;Tx2y0;Tx3y0,565.0,3
4,4,1,1,Tx3y1,4,Tx3y1,3,3,Tx3y1;Tx2y0;Tx3y0,550.0,3
5,5,1,1,Tx3y1,5,Tx3y1,4,4,Tx4y1;Tx3y1;Tx2y0;Tx3y0,541.0,3
6,7,2,1,Tx3y1,6,Tx3y1,5,5,Tx2y1;Tx4y1;Tx3y1;Tx2y0;Tx3y0,525.0,3
7,8,2,1,Tx3y1,7,Tx3y1,6,6,Tx2y1;Tx4y1;Tx4y0;Tx3y1;Tx2y0;Tx3y0,511.0,3
8,9,3,1,Tx3y1,8,Tx3y1,6,7,Tx4y1;Tx4y0;Tx2y1;Tx3y1;Tx3y0;Tx2y0;Tx1y1,492.0,3
9,14,6,1,Tx3y1,9,Tx3y1,8,8,Tx4y1;Tx4y0;Tx2y1;Tx3y1;Tx3y0;Tx2y0;Tx4y2;Tx1y1,458.0,3
10,16,7,1,Tx3y1,10,Tx3y1,9,9,Tx0y1;Tx4y1;Tx4y0;Tx2y1;Tx3y1;Tx3y0;Tx2y0;Tx4y2;Tx1y1,432.0,3
11,17,7,1,Tx3y1,11,Tx3y1,10,10,Tx0y1;Tx4y1;Tx4y0;Tx2y1;Tx3y1;Tx1y2;Tx3y0;Tx2y0;Tx4y2;Tx1y1,421.0,3
12,17,7,1,Tx3y1,12,Tx3y1,10,11,Tx0y1;Tx4y1;Tx4y0;Tx2y1;Tx3y1;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx4y2;Tx1y1,413.0,3
13,19,8,1,Tx3y1,13,Tx3y1;Tx1y3,11,12,Tx0y1;Tx4y1;Tx4y0;Tx2y1;Tx3y1;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx4y2;Tx1y3;Tx1y1,398.0,3
14,21,8,2,Tx3y1;Tx1y3,14,Tx3y1;Tx1y3,13,12,Tx0y2;Tx0y1;Tx4y1;Tx3y1;Tx1y2;Tx3y0;Tx2y1;Tx2y0;Tx4y2;Tx1y3;Tx1y1;Tx4y0,382.0,3
15,22,9,2,Tx3y1;Tx1y3,15,Tx3y1;Tx1y3,13,13,Tx0y2;Tx0y1;Tx4y1;Tx3y1;Tx1y2;Tx3y0;Tx2y1;Tx2y0;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,367.0,3
16,23,9,2,Tx3y1;Tx1y3,16,Tx3y1;Tx1y3,14,14,Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx3y1;Tx1y2;Tx3y0;Tx2y1;Tx2y0;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,355.0,3
17,24,9,2,Tx3y1;Tx1y3,17,Tx3y1;Tx1y3,15,15,Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx3y1;Tx1y2;Tx3y3;Tx3y0;Tx2y1;Tx2y0;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,341.0,3
