,Anomalies(#),Blockade(#),DeepSurveyedGoals(#),DeepSurveyedGoals(Positions),Goals(#),Hotspots(Positions),RemoraAttacks(#),SurveyedGoals(#),SurveyedGoals(Positions),Time,index
5,7,3,0,,5,,4,5,Tx1y0;Tx0y2;Tx2y2;Tx1y2;Tx1y1,539.0,7
6,10,4,0,,6,Tx1y3,6,6,Tx1y0;Tx0y2;Tx2y2;Tx1y2;Tx1y3;Tx1y1,517.0,7
7,10,4,1,Tx1y3,7,Tx1y3,6,6,Tx1y0;Tx0y2;Tx2y2;Tx1y2;Tx1y3;Tx1y1,502.0,7
8,12,5,1,Tx1y3,8,Tx1y3,7,7,Tx0y2;Tx2y2;Tx1y2;Tx1y0;Tx1y3;Tx1y4;Tx1y1,485.0,7
9,12,5,1,Tx1y3,9,Tx1y3,7,8,Tx0y2;Tx2y3;Tx2y2;Tx1y2;Tx1y0;Tx1y3;Tx1y4;Tx1y1,474.0,7
10,13,5,1,Tx1y3,10,Tx1y3,8,9,Tx0y2;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx1y0;Tx1y3;Tx1y4;Tx1y1,449.0,7
11,14,5,1,Tx1y3,11,Tx1y3,9,10,Tx0y2;Tx2y3;Tx2y2;Tx0y3;Tx1y2;Tx3y3;Tx1y0;Tx1y3;Tx1y4;Tx1y1,434.0,7
12,17,7,1,Tx1y3,12,Tx1y3,10,11,Tx0y2;Tx2y3;Tx2y2;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx1y0;Tx1y3;Tx1y4;Tx1y1,410.0,7
13,22,9,1,Tx1y3,13,Tx1y3,13,12,Tx0y2;Tx2y3;Tx2y2;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx1y0;Tx0y4;Tx1y3;Tx1y4;Tx1y1,379.0,7
14,24,10,1,Tx1y3,14,Tx1y3,14,13,Tx0y2;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx1y0;Tx0y4;Tx1y3;Tx1y4;Tx1y1,356.0,7
15,29,13,1,Tx1y3,15,Tx1y3,16,14,Tx0y2;Tx2y3;Tx2y2;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx1y0;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1,317.0,7
16,30,13,1,Tx1y3,16,Tx3y1;Tx1y3,17,15,Tx0y2;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx1y0;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1,305.0,7
17,30,13,2,Tx3y1;Tx1y3,17,Tx1y3;Tx3y1,17,15,Tx0y2;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx1y0;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1,290.0,7
18,31,13,2,Tx3y1;Tx1y3,18,Tx3y1;Tx1y3,18,16,Tx0y2;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx1y0;Tx0y4;Tx4y2;Tx1y3;Tx1y4;Tx1y1,280.0,7
19,31,13,2,Tx3y1;Tx1y3,19,Tx3y1;Tx1y3,18,17,Tx0y2;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx1y0;Tx0y4;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1,270.0,7
20,31,13,2,Tx3y1;Tx1y3,20,Tx3y1;Tx1y3,18,18,Tx0y2;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx1y0;Tx0y4;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1,259.0,7
21,31,13,2,Tx3y1;Tx1y3,21,Tx3y1;Tx1y3,18,19,Tx0y2;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx1y0;Tx0y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1,247.0,7
22,33,14,2,Tx3y1;Tx1y3,22,Tx3y1;Tx1y3,19,20,Tx0y2;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1,223.0,7
23,36,15,2,Tx3y1;Tx1y3,23,Tx3y1;Tx1y3,21,21,Tx0y2;Tx4y0;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1,195.0,7
24,39,17,2,Tx3y1;Tx1y3,24,Tx3y1;Tx1y3,22,22,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,169.0,7
25,40,17,2,Tx3y1;Tx1y3,25,Tx3y1;Tx1y3,23,23,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,152.0,7
26,40,17,2,Tx3y1;Tx1y3,26,Tx3y1;Tx1y3,23,24,Tx0y2;Tx0y1;Tx4y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,138.0,7
27,41,17,2,Tx3y1;Tx1y3,27,Tx3y1;Tx1y3,24,25,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,116.0,7
0,0,0,0,,0,,0,0,,599.0,8
1,0,0,0,,1,,0,1,Tx3y3,592.0,8
2,1,0,0,,2,,1,2,Tx3y2;Tx3y3,581.0,8
3,1,0,0,,3,,1,3,Tx2y3;Tx3y2;Tx3y3,571.0,8
4,2,0,0,,4,,2,4,Tx2y3;Tx2y2;Tx3y2;Tx3y3,561.0,8
5,4,1,0,,5,Tx1y3,3,5,Tx2y3;Tx2y2;Tx3y2;Tx3y3;Tx1y3,547.0,8
6,5,1,1,Tx1y3,6,Tx1y3,4,5,Tx2y3;Tx2y2;Tx3y2;Tx3y3;Tx1y3,530.0,8
7,6,1,1,Tx1y3,7,Tx1y3,5,6,Tx0y3;Tx2y3;Tx2y2;Tx3y2;Tx3y3;Tx1y3,517.0,8
8,9,3,1,Tx1y3,8,Tx1y3,6,7,Tx0y3;Tx2y3;Tx2y2;Tx3y2;Tx3y3;Tx4y3;Tx1y3,492.0,8
9,10,3,1,Tx1y3,9,Tx1y3,7,8,Tx0y3;Tx2y1;Tx2y3;Tx2y2;Tx3y2;Tx3y3;Tx4y3;Tx1y3,476.0,8
10,12,4,1,Tx1y3,10,Tx1y3,8,9,Tx0y3;Tx2y1;Tx2y3;Tx2y2;Tx3y2;Tx3y3;Tx4y3;Tx1y3;Tx1y1,462.0,8
11,12,4,1,Tx1y3,11,Tx1y3;Tx3y1,8,10,Tx0y3;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx3y3;Tx4y3;Tx1y3;Tx1y1,449.0,8
12,13,4,2,Tx3y1;Tx1y3,12,Tx3y1;Tx1y3,9,10,Tx0y3;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx3y3;Tx4y3;Tx1y3;Tx1y1,436.0,8
13,13,4,2,Tx3y1;Tx1y3,13,Tx3y1;Tx1y3,9,11,Tx0y3;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx3y3;Tx3y0;Tx4y3;Tx1y3;Tx1y1,428.0,8
14,14,4,2,Tx3y1;Tx1y3,14,Tx3y1;Tx1y3,10,12,Tx0y3;Tx4y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx3y3;Tx3y0;Tx4y3;Tx1y3;Tx1y1,416.0,8
15,15,4,2,Tx3y1;Tx1y3,15,Tx3y1;Tx1y3,11,13,Tx0y3;Tx4y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx3y3;Tx3y0;Tx2y0;Tx4y3;Tx1y3;Tx1y1,402.0,8
16,15,4,2,Tx3y1;Tx1y3,16,Tx1y3;Tx3y1,11,14,Tx0y3;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx3y3;Tx3y0;Tx2y1;Tx2y0;Tx4y3;Tx1y3;Tx1y1,391.0,8
17,16,4,2,Tx3y1;Tx1y3,17,Tx1y3;Tx3y1,12,15,Tx0y3;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx3y3;Tx3y0;Tx2y1;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y1,380.0,8
18,19,5,2,Tx3y1;Tx1y3,18,Tx1y3;Tx3y1,14,16,Tx0y3;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx3y3;Tx3y0;Tx2y1;Tx1y0;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y1,355.0,8
19,23,7,2,Tx3y1;Tx1y3,19,Tx1y3;Tx3y1,16,17,Tx0y3;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx3y3;Tx3y0;Tx2y1;Tx1y0;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y1;Tx4y0,328.0,8
20,26,9,2,Tx3y1;Tx1y3,20,Tx1y3;Tx3y1,17,18,Tx0y0;Tx0y3;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx3y3;Tx3y0;Tx2y1;Tx1y0;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y1;Tx4y0,296.0,8
21,30,12,2,Tx3y1;Tx1y3,21,Tx1y3;Tx3y1,18,19,Tx0y0;Tx0y3;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx3y3;Tx3y0;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y1;Tx4y0,256.0,8
22,32,13,2,Tx3y1;Tx1y3,22,Tx1y3;Tx3y1,19,20,Tx0y0;Tx0y3;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx3y3;Tx3y0;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,232.0,8
23,33,13,2,Tx3y1;Tx1y3,23,Tx1y3;Tx3y1,20,21,Tx0y0;Tx0y3;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,219.0,8
24,33,13,2,Tx3y1;Tx1y3,24,Tx1y3;Tx3y1,20,22,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,211.0,8
25,35,14,2,Tx3y1;Tx1y3,25,Tx1y3;Tx3y1,21,23,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,193.0,8
26,35,14,2,Tx3y1;Tx1y3,26,Tx1y3;Tx3y1,21,24,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx3y4;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,182.0,8
27,40,17,2,Tx3y1;Tx1y3,27,Tx1y3;Tx3y1,23,25,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx3y4;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,147.0,8
0,0,0,0,,0,,0,0,,599.0,9
1,0,0,0,,1,,0,1,Tx0y2,592.0,9
2,1,0,0,,2,,1,2,Tx0y2;Tx0y1,582.0,9
3,1,0,0,,3,,1,3,Tx0y2;Tx0y1;Tx1y2,571.0,9
4,2,0,0,,4,,2,4,Tx0y2;Tx0y1;Tx1y2;Tx2y2,561.0,9
5,5,1,0,,5,Tx1y3,4,5,Tx0y2;Tx0y1;Tx1y2;Tx1y3;Tx2y2,542.0,9
6,6,1,1,Tx1y3,6,Tx1y3,5,5,Tx0y2;Tx0y1;Tx1y2;Tx1y3;Tx2y2,526.0,9
7,8,2,1,Tx1y3,7,Tx1y3,6,6,Tx0y2;Tx0y1;Tx2y3;Tx1y2;Tx1y3;Tx2y2,514.0,9
8,8,2,1,Tx1y3,8,Tx1y3,6,7,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx1y2;Tx1y3;Tx2y2,503.0,9
9,8,2,1,Tx1y3,9,Tx1y3,6,8,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx1y2;Tx3y3;Tx1y3;Tx2y2,489.0,9
10,11,4,1,Tx1y3,10,Tx1y3,7,9,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx2y2,465.0,9
11,13,4,1,Tx1y3,11,Tx1y3,9,10,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx2y2,447.0,9
12,16,6,1,Tx1y3,12,Tx1y3,10,11,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx2y2,422.0,9
13,18,7,1,Tx1y3,13,Tx1y3,11,12,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx2y2,404.0,9
14,18,7,1,Tx1y3,14,Tx3y1;Tx1y3,11,13,Tx0y3;Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx2y2,395.0,9
15,20,7,2,Tx3y1;Tx1y3,15,Tx3y1;Tx1y3,13,13,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y3;Tx2y2,380.0,9
16,20,7,2,Tx3y1;Tx1y3,16,Tx3y1;Tx1y3,13,14,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y3;Tx2y2,370.0,9
17,21,7,2,Tx3y1;Tx1y3,17,Tx3y1;Tx1y3,14,15,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx4y1;Tx1y3;Tx2y2,359.0,9
18,22,7,2,Tx3y1;Tx1y3,18,Tx3y1;Tx1y3,15,16,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx2y0;Tx4y1;Tx1y3;Tx2y2,342.0,9
19,23,7,2,Tx3y1;Tx1y3,19,Tx3y1;Tx1y3,16,17,Tx0y3;Tx0y2;Tx0y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx2y0;Tx4y1;Tx1y3;Tx2y2,329.0,9
20,24,7,2,Tx3y1;Tx1y3,20,Tx3y1;Tx1y3,17,18,Tx0y3;Tx0y2;Tx0y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx2y2,311.0,9
21,24,7,2,Tx3y1;Tx1y3,21,Tx3y1;Tx1y3,17,19,Tx0y3;Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx2y2,302.0,9
22,27,9,2,Tx3y1;Tx1y3,22,Tx3y1;Tx1y3,18,20,Tx0y3;Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx2y2,269.0,9
23,27,9,2,Tx3y1;Tx1y3,23,Tx3y1;Tx1y3,18,21,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx2y2,257.0,9
24,30,11,2,Tx3y1;Tx1y3,24,Tx3y1;Tx1y3,19,22,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y1;Tx2y2,231.0,9
0,0,0,0,,0,,0,0,,599.0,10
1,0,0,0,,1,Tx3y1,0,1,Tx3y1,593.0,10
2,2,0,1,Tx3y1,2,Tx3y1,2,1,Tx3y1,560.0,10
3,3,0,1,Tx3y1,3,Tx3y1,3,2,Tx3y1;Tx3y0,551.0,10
4,4,0,1,Tx3y1,4,Tx3y1,4,3,Tx4y1;Tx3y1;Tx3y0,541.0,10
5,6,1,1,Tx3y1,5,Tx3y1,5,4,Tx2y1;Tx4y1;Tx3y1;Tx3y0,525.0,10
6,7,1,1,Tx3y1,6,Tx3y1,6,5,Tx2y1;Tx4y0;Tx4y1;Tx3y1;Tx3y0,510.0,10
7,7,1,1,Tx3y1,7,Tx3y1,6,6,Tx2y1;Tx4y0;Tx4y1;Tx3y1;Tx2y0;Tx3y0,492.0,10
8,9,2,1,Tx3y1,8,Tx3y1,7,7,Tx2y1;Tx4y0;Tx4y1;Tx2y2;Tx3y1;Tx2y0;Tx3y0,470.0,10
9,10,2,1,Tx3y1,9,Tx3y1,8,8,Tx4y1;Tx2y1;Tx2y2;Tx3y1;Tx1y2;Tx3y0;Tx2y0;Tx4y0,460.0,10
10,10,2,1,Tx3y1,10,Tx3y1,8,9,Tx4y1;Tx2y1;Tx2y2;Tx3y1;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx4y0,451.0,10
11,12,3,1,Tx3y1,11,Tx1y3;Tx3y1,9,10,Tx4y1;Tx2y1;Tx2y2;Tx3y1;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx1y3;Tx4y0,435.0,10
12,13,3,2,Tx3y1;Tx1y3,12,Tx1y3;Tx3y1,10,10,Tx4y1;Tx2y1;Tx2y2;Tx3y1;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx1y3;Tx4y0,420.0,10
13,15,4,2,Tx3y1;Tx1y3,13,Tx1y3;Tx3y1,11,11,Tx4y1;Tx2y1;Tx2y2;Tx3y1;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx1y3;Tx1y4;Tx4y0,405.0,10
14,15,4,2,Tx3y1;Tx1y3,14,Tx1y3;Tx3y1,11,12,Tx4y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx1y3;Tx1y4;Tx4y0,394.0,10
15,16,4,2,Tx3y1;Tx1y3,15,Tx1y3;Tx3y1,12,13,Tx0y3;Tx4y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx1y2;Tx0y2;Tx3y0;Tx2y0;Tx1y3;Tx1y4;Tx4y0,383.0,10
16,21,7,2,Tx3y1;Tx1y3,16,Tx1y3;Tx3y1,14,14,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx1y2;Tx4y0;Tx3y0;Tx2y1;Tx2y0;Tx1y3;Tx1y4,351.0,10
17,22,7,2,Tx3y1;Tx1y3,17,Tx1y3;Tx3y1,15,15,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx1y2;Tx4y0;Tx3y3;Tx3y0;Tx2y1;Tx2y0;Tx1y3;Tx1y4,331.0,10
18,26,9,2,Tx3y1;Tx1y3,18,Tx1y3;Tx3y1,17,16,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx1y2;Tx4y0;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx2y0;Tx1y3;Tx1y4,300.0,10
19,26,9,2,Tx3y1;Tx1y3,19,Tx1y3;Tx3y1,17,17,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx4y0;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx2y0;Tx1y3;Tx1y4,282.0,10
20,28,10,2,Tx3y1;Tx1y3,20,Tx1y3;Tx3y1,18,18,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx4y0;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx2y0;Tx1y3;Tx1y4,257.0,10
21,31,12,2,Tx3y1;Tx1y3,21,Tx1y3;Tx3y1,19,19,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx4y0;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx2y0;Tx4y2;Tx1y3;Tx1y4,230.0,10
22,35,14,2,Tx3y1;Tx1y3,22,Tx1y3;Tx3y1,21,20,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx4y0;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx2y0;Tx4y2;Tx1y3;Tx1y4,196.0,10
23,36,15,2,Tx3y1;Tx1y3,23,Tx3y1;Tx1y3,21,21,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx4y0;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx2y0;Tx4y2;Tx1y3;Tx1y4,175.0,10
